,Unnamed: 0,Uniprot Accession,Description,primary_name,Peptides.used.for.quantitation,Confidence.score,Molecular weight (Da),Dataset,Glucose,LB,Glycerol + AA,Acetate,Fumarate,Glucosamine,Glycerol,Pyruvate,Chemostat µ=0.5,Chemostat µ=0.35,Chemostat µ=0.20,Chemostat µ=0.12,Stationary phase 1 day,Stationary phase 3 days,Osmotic-stress glucose,42°C glucose,pH6 glucose,Xylose,Mannose,Galactose ,Succinate,Fructose,locus_tag,annotation_quality,mean_log_val
486,506,P0AG14,Probable protease sohB OS=Escherichia coli (strain K12) GN=sohB PE=1 SV=1,sohB,11,743.39,39323.69358,2,413,426,373.0,269,302,391,408,356,502,349,274,279,288,317,441,525,490,605.0,388.0,241,347,619.0,b1272,low,8.566638536056924
487,507,P0A6J8,D-alanine--D-alanine ligase A OS=Escherichia coli (strain K12) GN=ddlA PE=3 SV=1,ddlA,11,845.5,39273.26165,2,140,897,770.0,97,89,109,91,113,83,60,39,34,163,143,298,183,225,245.0,82.0,62,98,130.0,b0381,high,7.027826527907004
488,508,P37636,Multidrug resistance protein mdtE OS=Escherichia coli (strain K12) GN=mdtE PE=1 SV=1,mdtE,11,726.93,41147.45053,2,13,24,11.0,26,9,7,10,8,8,9,7,8,95,95,18,33,279,13.0,8.0,7,7,7.0,b3513,high,4.04618191927441
489,509,P36767,Recombination-associated protein rdgC OS=Escherichia coli (strain K12) GN=rdgC PE=1 SV=1,rdgC,11,646.86,33953.48385,2,561,739,588.0,280,400,438,425,450,344,263,229,216,325,297,510,609,518,501.0,343.0,375,440,433.0,b0393,high,8.654426828792928
490,510,P0A6X7,Integration host factor subunit alpha OS=Escherichia coli (strain K12) GN=ihfA PE=1 SV=1,ihfA,11,537.93,11328.95837,2,4676,4810,4281.0,3415,4169,4995,5008,4234,4395,3848,4423,4516,7806,6822,7112,6857,7937,4924.0,4677.0,5093,3960,4647.0,b1712,high,12.282197704179975
491,511,P0A9F3,HTH-type transcriptional regulator CysB OS=Escherichia coli (strain K12) GN=cysB PE=3 SV=1,cysB,11,586.43,36109.85116000001,2,523,620,604.0,303,408,544,403,338,451,332,263,240,202,133,263,445,473,358.0,317.0,278,351,360.0,b1275,high,8.460565809600617
492,512,P76268,Transcriptional regulator kdgR OS=Escherichia coli (strain K12) GN=kdgR PE=1 SV=1,kdgR,11,636.45,29992.45783,2,546,866,712.0,444,600,663,564,547,553,516,431,427,277,244,480,692,615,605.0,641.0,572,666,710.0,b1827,high,9.08442888882029
493,513,P0ACJ0,Leucine-responsive regulatory protein OS=Escherichia coli (strain K12) GN=lrp PE=1 SV=2,lrp,11,416.09,18857.02597,2,6092,3555,6017.0,5416,6795,6813,7004,5778,8661,7875,7704,6712,4447,4350,7888,8024,7698,7641.0,5649.0,7500,5811,8057.0,b0889,high,12.6573185640495
494,514,P0A7J7,50S ribosomal protein L11 OS=Escherichia coli (strain K12) GN=rplK PE=1 SV=2,rplK,11,702.29,14847.87444,2,11140,27559,19476.0,4425,6400,7962,8006,5989,7120,4953,3818,3029,4316,4543,8317,10617,9182,8696.0,6518.0,4214,7570,9888.0,b3983,high,12.816023893487186
495,515,P68919,50S ribosomal protein L25 OS=Escherichia coli (strain K12) GN=rplY PE=1 SV=1,rplY,11,568.56,10668.70954,2,20176,45584,29690.0,9904,12774,15504,15540,11375,12683,9500,7645,5945,9392,8781,20054,19689,21320,19323.0,13321.0,8092,12510,17457.0,b2185,high,13.773148759645382
496,516,P0A7X3,30S ribosomal protein S9 OS=Escherichia coli (strain K12) GN=rpsI PE=1 SV=2,rpsI,11,393.35,14829.0118,2,8821,20837,14224.0,4480,6913,7384,7971,5852,8034,5261,3918,3184,3626,4081,6177,10002,8023,8766.0,5436.0,4149,5791,8335.0,b3230,high,12.685859303422399
497,517,P0A9Q5,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta OS=Escherichia coli (strain K12) GN=accD PE=1 SV=1,accD,11,614.69,33282.06852,2,1660,3440,2805.0,858,1377,1421,1736,1397,1419,1223,1077,1107,394,500,932,1249,991,1235.0,1685.0,849,1589,1969.0,b2316,high,10.303672040144926
498,518,P10384,Long-chain fatty acid transport protein OS=Escherichia coli (strain K12) GN=fadL PE=1 SV=5,fadL,11,684.13,48493.51804,2,472,3157,3027.0,2176,3940,1649,1328,2459,1630,3376,3808,3936,1477,1765,354,458,417,556.0,2580.0,3285,2130,636.0,b2344,high,10.614272293849707
499,519,P0A8K1,Phosphatidylserine decarboxylase proenzyme OS=Escherichia coli (strain K12) GN=psd PE=1 SV=1,psd,11,504.8,35893.65515,2,1620,1882,1748.0,905,1147,1282,1470,1508,1163,1097,1026,1079,770,855,1323,1334,1221,1256.0,1440.0,1074,1318,1663.0,b4160,high,10.28821451495049
500,520,P69451,Long-chain-fatty-acid--CoA ligase OS=Escherichia coli (strain K12) GN=fadD PE=1 SV=1,fadD,11,549.24,62274.45314,2,150,539,376.0,228,350,175,150,263,331,458,458,412,229,236,210,303,104,139.0,265.0,225,238,135.0,b1805,high,7.957760009486947
501,521,P0AG84,Uncharacterized oxidoreductase yghA OS=Escherichia coli (strain K12) GN=yghA PE=1 SV=1,yghA,11,442.26,31450.32209,2,150,78,105.0,187,144,198,106,93,108,124,229,294,388,404,212,172,257,58.0,165.0,365,100,53.0,b3003,high,7.288807499862046
502,522,P0AEZ9,Molybdenum cofactor biosynthesis protein B OS=Escherichia coli (strain K12) GN=moaB PE=1 SV=2,moaB,11,868.03,18635.49217,2,2560,2778,2080.0,2618,2056,2683,2488,2251,2201,1336,1294,1341,6310,6135,7405,5455,6836,3048.0,2496.0,2699,1925,2427.0,b0782,high,11.445618492309798
503,523,P0AAB4,3-octaprenyl-4-hydroxybenzoate carboxy-lyase OS=Escherichia coli (strain K12) GN=ubiD PE=1 SV=1,ubiD,11,562.56,55550.30277,2,244,712,570.0,283,332,318,283,362,490,501,442,479,111,165,256,344,227,294.0,400.0,270,289,314.0,b3843,high,8.342985797271293
504,524,P0A759,Glucosamine-6-phosphate deaminase OS=Escherichia coli (strain K12) GN=nagB PE=1 SV=1,nagB,11,457.8,29737.06131,2,550,1141,643.0,704,835,1417,804,563,903,916,841,748,780,684,536,764,1058,663.0,974.0,2576,661,724.0,b0678,high,9.690296523667817
505,525,P0A8G3,Uronate isomerase OS=Escherichia coli (strain K12) GN=uxaC PE=3 SV=1,uxaC,11,599.68,53934.61332,2,143,355,188.0,167,231,247,228,180,215,202,228,215,145,177,122,225,144,160.0,232.0,189,177,323.0,b3092,high,7.634293753739946
506,526,P37349,"PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit dhaM OS=Escherichia coli (strain K12) GN=dhaM PE=1 SV=3",dhaM,11,764.21,51398.26995,2,340,354,667.0,69,79,229,447,130,157,93,80,66,133,137,454,520,390,389.0,138.0,115,75,233.0,b1198,high,7.54608366690885
507,527,P69805,Mannose permease IID component OS=Escherichia coli (strain K12) GN=manZ PE=1 SV=1,manZ,11,641.02,31264.58442,2,341,475,260.0,242,246,1035,385,210,2547,1786,1340,809,304,249,183,524,324,351.0,569.0,189,217,739.0,b1819,high,8.787255360888295
508,528,P39325,ABC transporter periplasmic-binding protein ytfQ OS=Escherichia coli (strain K12) GN=ytfQ PE=1 SV=1,ytfQ,11,555.91,34304.83484,2,99,380,282.0,529,816,512,336,429,458,972,1363,1951,1472,1254,115,112,84,182.0,684.0,3003,725,199.0,b4227,high,8.858563726719439
509,529,P37051,Formyltetrahydrofolate deformylase OS=Escherichia coli (strain K12) GN=purU PE=1 SV=1,purU,11,1030.44,31896.52381,2,2304,1294,1371.0,1139,1346,1550,1357,1015,1774,1205,960,754,1254,1119,1771,2967,2231,2190.0,1383.0,943,1676,2332.0,b1232,high,10.507389984596452
510,530,P08331,"2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase OS=Escherichia coli (strain K12) GN=cpdB PE=1 SV=2",cpdB,11,781.63,70769.81696,2,134,536,379.0,262,257,249,198,221,247,281,223,206,118,85,116,178,116,202.0,265.0,189,286,183.0,b4213,high,7.694617300916925
511,531,P11446,N-acetyl-gamma-glutamyl-phosphate reductase OS=Escherichia coli (strain K12) GN=argC PE=3 SV=1,argC,11,750.6,35911.41235,2,1718,231,245.0,833,932,967,1243,1075,1143,634,620,590,385,340,1321,1914,1879,1573.0,919.0,813,1047,1570.0,b3958,high,9.740193309989365
512,532,P16703,Cysteine synthase B OS=Escherichia coli (strain K12) GN=cysM PE=1 SV=1,cysM,11,710.74,32625.48081,2,1533,612,1442.0,858,1087,1128,972,974,1167,776,534,490,548,547,1300,1187,1490,1372.0,801.0,641,1163,1181.0,b2421,high,9.865999518806072
513,533,P29745,Peptidase T OS=Escherichia coli (strain K12) GN=pepT PE=1 SV=2,pepT,11,570.65,44876.79994,2,262,204,170.0,314,281,277,323,279,288,259,255,275,248,226,284,348,382,227.0,287.0,281,209,275.0,b1127,high,8.063804168105726
514,534,P0A821,L-seryl-tRNA(Sec) selenium transferase OS=Escherichia coli (strain K12) GN=selA PE=1 SV=1,selA,11,684.16,50557.49581,2,181,140,188.0,107,164,186,185,215,199,160,134,138,97,118,152,150,182,219.0,182.0,156,189,224.0,b3591,high,7.356300262364723
515,535,P30177,Uncharacterized protein ybiB OS=Escherichia coli (strain K12) GN=ybiB PE=3 SV=1,ybiB,11,508.11,35008.055660000005,2,716,859,754.0,602,481,893,495,453,620,563,538,518,880,808,1297,1039,1554,816.0,562.0,726,455,642.0,b0800,low,9.451298302920852
516,536,P0A6L2,Dihydrodipicolinate synthase OS=Escherichia coli (strain K12) GN=dapA PE=1 SV=1,dapA,11,682.04,31232.09735,2,3589,3962,4769.0,2275,3066,3443,3807,3317,3071,2301,1933,1205,1825,1671,4878,4248,5035,4949.0,3639.0,2319,4026,4928.0,b2478,high,11.619782103665074
517,537,P37313,Dipeptide transport ATP-binding protein DppF OS=Escherichia coli (strain K12) GN=dppF PE=3 SV=1,dppF,11,485.78,37518.44931,2,309,235,1604.0,416,744,460,575,641,569,558,453,435,44,65,171,504,427,501.0,542.0,403,737,551.0,b3540,high,8.650365521371503
518,538,P0AES0,Bifunctional glutathionylspermidine synthetase/amidase OS=Escherichia coli (strain K12) GN=gsp PE=1 SV=1,gss,11,521.79,70469.40032,2,184,102,81.0,68,67,73,83,68,78,53,40,46,151,139,198,355,461,202.0,81.0,65,60,163.0,b2988,high,6.6886097567648
519,539,P77444,Cysteine desulfurase OS=Escherichia coli (strain K12) GN=sufS PE=1 SV=1,sufS,11,689.39,44387.51743,2,508,177,325.0,413,366,350,367,419,336,321,273,238,371,404,1408,450,629,701.0,377.0,343,247,326.0,b1680,high,8.589882903083005
520,540,P00909,Tryptophan biosynthesis protein trpCF OS=Escherichia coli (strain K12) GN=trpC PE=1 SV=3,trpC,11,680.1,49312.34103,2,804,95,89.0,334,461,590,616,653,572,464,359,312,211,252,532,852,585,496.0,490.0,477,465,813.0,b1262,high,8.710670392281322
521,541,P0AAG0,Dipeptide transport ATP-binding protein DppD OS=Escherichia coli (strain K12) GN=dppD PE=3 SV=1,dppD,11,562.55,35803.4273,2,367,434,1222.0,389,656,565,585,660,520,490,424,376,150,169,332,608,481,423.0,559.0,415,665,582.0,b3541,high,8.854038073437842
522,542,P0AFD1,NADH-quinone oxidoreductase subunit E OS=Escherichia coli (strain K12) GN=nuoE PE=1 SV=1,nuoE,11,656.05,18560.16361,2,748,5284,3004.0,785,1507,1660,1398,1192,1076,1331,1291,1058,187,214,554,805,924,793.0,1287.0,908,1356,1074.0,b2285,high,10.002107453398285
523,545,P0ABA0,ATP synthase subunit b OS=Escherichia coli (strain K12) GN=atpF PE=1 SV=1,atpF,11,685.03,17235.289819999998,2,8988,13934,18264.0,5495,9735,9147,9956,11267,7598,5943,4337,3471,5133,4762,8709,8456,6360,9156.0,8575.0,5249,8841,9158.0,b3736,high,12.912419594002914
524,546,P24232,Flavohemoprotein OS=Escherichia coli (strain K12) GN=hmp PE=1 SV=1,hmp,11,595.45,43822.01281,2,149,349,277.0,44,102,108,84,85,144,99,71,41,68,86,1015,230,140,168.0,141.0,54,106,130.0,b2552,high,6.936613704938915
525,547,P28304,Quinone oxidoreductase 1 OS=Escherichia coli (strain K12) GN=qorA PE=1 SV=1,qorA,11,730.37,35132.52887,2,871,678,910.0,1623,1223,1499,1250,1119,907,1083,1256,1814,1740,1718,1241,1407,2093,968.0,1332.0,2085,1018,893.0,b4051,high,10.28799941392885
526,548,P25714,Inner membrane protein oxaA OS=Escherichia coli (strain K12) GN=oxaA PE=1 SV=2,yidC,10,523.71,61468.37581000001,2,842,2030,1523.0,486,714,840,866,843,1081,816,729,672,331,459,533,897,858,791.0,888.0,502,729,1091.0,b3705,high,9.608639166921575
527,549,P0AED0,Universal stress protein A OS=Escherichia coli (strain K12) GN=uspA PE=1 SV=2,uspA,10,859.56,16038.13696,2,37520,30073,27116.0,42810,30104,35266,33285,55564,45855,48443,55625,53570,13250,20160,44183,31152,25681,39232.0,51638.0,34691,24290,31448.0,b3495,high,15.090045882372067
528,550,P0AF28,Nitrate/nitrite response regulator protein narL OS=Escherichia coli (strain K12) GN=narL PE=1 SV=1,narL,10,696.62,23893.68135,2,1239,1765,1328.0,1109,1202,1542,1284,1041,935,809,748,490,804,632,1300,1633,1290,1151.0,1389.0,1186,1078,1063.0,b1221,high,10.091794556361682
529,551,P0A8I3,UPF0246 protein yaaA OS=Escherichia coli (strain K12) GN=yaaA PE=1 SV=1,yaaA,10,549.35,29549.3024,2,803,1105,907.0,432,519,747,599,570,462,366,290,183,107,89,535,674,541,738.0,651.0,387,538,835.0,b0006,low,8.883573798405253
530,552,P0A8E7,UPF0234 protein yajQ OS=Escherichia coli (strain K12) GN=yajQ PE=1 SV=2,yajQ,10,890.51,18314.5428,2,10057,10699,14430.0,6357,7517,8787,7733,8010,8008,6578,5915,6386,7152,7357,12352,12640,13272,8961.0,7248.0,7202,6753,8699.0,b0426,high,13.043506366450432
531,553,P0A8B5,UPF0133 protein ybaB OS=Escherichia coli (strain K12) GN=ybaB PE=1 SV=1,ybaB,10,701.89,11988.91312,2,6880,11963,9845.0,3611,5005,5221,5855,5501,4956,3480,2800,2590,3149,3267,7769,7447,7196,6038.0,5206.0,3434,5491,6422.0,b0471,low,12.33686194570746
532,554,P76097,Uncharacterized protein ydcJ OS=Escherichia coli (strain K12) GN=ydcJ PE=4 SV=1,ydcJ,10,395.81,50992.62968,2,43,61,66.0,55,126,62,84,50,67,79,106,142,73,59,41,49,60,37.0,59.0,98,65,44.0,b1423,low,6.047693592973261
533,555,P43672,ABC transporter ATP-binding protein uup OS=Escherichia coli (strain K12) GN=uup PE=1 SV=2,uup,10,532.11,72004.14163,2,156,420,256.0,95,93,120,111,106,143,110,86,70,37,45,105,117,112,126.0,127.0,77,116,157.0,b0949,high,6.810575182348436
534,556,P33920,Nucleoid-associated protein YejK OS=Escherichia coli (strain K12) GN=yejK PE=1 SV=3,yejK,10,670.39,37781.14933,2,833,1147,1095.0,480,726,585,666,571,635,557,484,516,396,347,580,648,593,750.0,763.0,611,774,853.0,b2186,low,9.319542790949074
535,559,P46853,Uncharacterized oxidoreductase yhhX OS=Escherichia coli (strain K12) GN=yhhX PE=1 SV=1,yhhX,10,569.68,38722.71557,2,424,792,608.0,334,369,386,412,405,324,312,243,236,347,237,559,485,603,461.0,310.0,292,356,407.0,b3440,low,8.593057092161702
536,560,P31658,Chaperone protein hchA OS=Escherichia coli (strain K12) GN=hchA PE=1 SV=3,hchA,10,452.82,31152.594930000007,2,628,848,300.0,1217,774,1038,602,344,530,573,701,816,2156,1765,1211,2571,1864,413.0,719.0,842,527,462.0,b1967,high,9.647492226627365
537,561,P0A9V1,Lipopolysaccharide export system ATP-binding protein LptB OS=Escherichia coli (strain K12) GN=lptB PE=1 SV=2,lptB,10,833.0,26766.07681,2,1635,2132,2060.0,917,1394,1162,1419,1415,1144,970,951,880,618,577,1128,1216,1207,1143.0,1091.0,1010,1116,1308.0,b3201,high,10.168557871185847
538,562,P33940,Malate:quinone oxidoreductase OS=Escherichia coli (strain K12) GN=mqo PE=1 SV=2,mqo,10,558.03,60173.82383,2,146,255,89.0,47,13,19,12,222,10,10,14,9,20,24,181,29,46,304.0,14.0,28,29,131.0,b2210,high,5.319502815584349
539,563,P67087,Ribosomal RNA small subunit methyltransferase I OS=Escherichia coli (strain K12) GN=rsmI PE=1 SV=1,rsmI,10,655.6,31310.56676,2,383,513,336.0,243,259,271,295,322,224,187,155,132,160,154,310,299,261,302.0,269.0,224,233,283.0,b3146,high,7.981163390768237
540,564,P21367,Uncharacterized protein ycaC OS=Escherichia coli (strain K12) GN=ycaC PE=1 SV=1,ycaC,10,656.84,23067.81755,2,1884,998,1416.0,1751,3686,2727,2658,3071,1886,1952,2602,3213,3848,4317,3329,2285,5705,1636.0,3138.0,5615,3353,1622.0,b0897,low,11.34409203576328
541,565,P04846,Lipoprotein 28 OS=Escherichia coli (strain K12) GN=nlpA PE=1 SV=1,nlpA,10,679.98,29387.44815,2,1867,358,663.0,1213,1060,1613,1555,822,1404,976,822,697,859,593,1276,1498,1114,1629.0,1098.0,947,1059,1559.0,b3661,low,10.034742825884464
542,566,P31142,3-mercaptopyruvate sulfurtransferase OS=Escherichia coli (strain K12) GN=sseA PE=1 SV=3,sseA,10,903.66,30774.59912,2,821,2205,1388.0,1264,1542,1391,1142,1616,1073,1070,1173,1304,702,1013,1258,893,1326,1010.0,1506.0,1352,1346,988.0,b2521,high,10.239701024922448
543,567,P77318,Uncharacterized sulfatase ydeN OS=Escherichia coli (strain K12) GN=ydeN PE=3 SV=2,ydeN,10,499.82,62745.09934,2,14,147,55.0,136,117,527,39,84,91,133,121,72,11,11,37,18,29,26.0,195.0,266,94,18.0,b1498,low,5.964138510574428
544,568,P0AG82,Phosphate-binding protein pstS OS=Escherichia coli (strain K12) GN=pstS PE=1 SV=1,pstS,10,596.96,36983.0841,2,305,301,398.0,230,373,421,464,425,304,264,227,200,224,236,365,464,661,416.0,361.0,296,393,380.0,b3728,high,8.395536300054406
545,569,P07821,Iron(3+)-hydroxamate import ATP-binding protein FhuC OS=Escherichia coli (strain K12) GN=fhuC PE=1 SV=3,fhuC,10,582.72,28850.069160000006,1,154,201,,50,490,112,127,32,68,53,212,30,43,30,127,157,131,,,33,82,,b0151,high,6.454863138044289
546,570,P06610,Vitamin B12 transport periplasmic protein BtuE OS=Escherichia coli (strain K12) GN=btuE PE=3 SV=1,btuE,10,427.67,20438.34628,2,1158,890,1111.0,1221,1135,1294,1184,736,905,968,1021,867,747,714,1928,827,1730,857.0,1032.0,1319,878,779.0,b1710,high,9.999230960220238
547,571,P0AEG6,Thiol:disulfide interchange protein DsbC OS=Escherichia coli (strain K12) GN=dsbC PE=1 SV=1,dsbC,10,521.12,25586.89691,2,1421,1356,1195.0,475,711,505,626,1072,404,273,235,193,297,307,699,680,731,465.0,472.0,364,396,637.0,b2893,high,9.05163632936361
548,572,P0AEG4,Thiol:disulfide interchange protein DsbA OS=Escherichia coli (strain K12) GN=dsbA PE=1 SV=1,dsbA,10,518.39,23071.69653,2,4138,4121,5262.0,2134,3169,3111,4309,3611,2684,1913,1553,1202,2012,2075,3201,4545,3569,2978.0,2993.0,2021,3224,4239.0,b3860,high,11.502983938980561
549,573,P77522,FeS cluster assembly protein sufB OS=Escherichia coli (strain K12) GN=sufB PE=1 SV=2,sufB,10,676.65,54692.59647999999,2,266,224,274.0,215,345,348,255,273,226,359,353,223,379,375,813,530,360,543.0,309.0,443,246,311.0,b1683,high,8.365421959606179
550,574,P77499,Probable ATP-dependent transporter SufC OS=Escherichia coli (strain K12) GN=sufC PE=1 SV=1,sufC,10,704.74,27547.12225,2,628,298,560.0,394,442,527,530,619,359,271,245,196,1002,820,2282,1139,1042,1038.0,603.0,521,451,641.0,b1682,high,9.136814342438244
551,575,P0ACA7,Uncharacterized GST-like protein yliJ OS=Escherichia coli (strain K12) GN=yliJ PE=1 SV=1,gstB,10,546.83,23680.16535,2,627,364,700.0,802,571,672,594,597,979,943,1035,804,223,265,838,373,638,502.0,445.0,617,339,432.0,b0838,high,9.13859266519772
552,576,P0A9D2,Glutathione S-transferase OS=Escherichia coli (strain K12) GN=gst PE=1 SV=1,gstA,10,547.31,22835.83157,2,685,412,505.0,856,779,845,787,872,770,824,865,772,574,539,1074,673,888,672.0,786.0,872,615,579.0,b1635,high,9.496888262994652
553,577,P04949,Flagellin OS=Escherichia coli (strain K12) GN=fliC PE=1 SV=2,fliC,10,640.6,51246.56095,2,3,5,26.0,3,36,199,17,4,148,538,125,12,9,4,12,6,3,5.0,27.0,16,41,10.0,b1923,high,4.188146473404192
554,578,P69776,Major outer membrane lipoprotein Lpp OS=Escherichia coli (strain K12) GN=lpp PE=1 SV=1,lpp,10,601.85,8300.2889,2,48939,65769,62401.0,41895,52381,78662,47094,40624,57441,59981,43689,41916,139676,81302,69550,57148,72294,71431.0,44925.0,37621,51325,53085.0,b1677,high,15.802201756298949
555,579,P02919,Penicillin-binding protein 1B OS=Escherichia coli (strain K12) GN=mrcB PE=1 SV=2,mrcB,10,528.79,88815.91012999997,2,91,104,104.0,55,67,92,83,124,116,117,116,116,59,53,48,103,99,106.0,132.0,59,79,137.0,b0149,high,6.499670222742615
556,1544,P02919-2,Isoform Gamma of Penicillin-binding protein 1B OS=Escherichia coli (strain K12) GN=mrcB,mrcB,3,327.03,88815.91012999997,1,60,11,,35,2,67,18,193,11,7,5,2,14,6,20,39,22,,,14,11,,b0149,high,4.078038007067276
557,580,P17952,UDP-N-acetylmuramate--L-alanine ligase OS=Escherichia coli (strain K12) GN=murC PE=1 SV=2,murC,10,658.89,53574.3631,2,435,671,438.0,321,330,316,342,397,283,210,204,144,288,286,418,631,513,456.0,359.0,242,361,398.0,b0091,high,8.431377190688488
558,581,P11880,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase OS=Escherichia coli (strain K12) GN=murF PE=1 SV=2,murF,10,633.27,47399.59944,2,530,850,664.0,509,487,336,475,496,417,272,232,191,213,200,445,524,557,426.0,337.0,238,263,311.0,b0086,high,8.559501023896175
559,582,P0A912,Peptidoglycan-associated lipoprotein OS=Escherichia coli (strain K12) GN=pal PE=1 SV=1,pal,10,820.78,18794.22893,2,18234,21384,41190.0,12382,14372,21817,16182,12231,18801,14039,8776,5889,16579,15193,20806,17270,22087,23023.0,14028.0,8638,16354,17602.0,b0741,high,13.956996762237765
560,583,P60390,Ribosomal RNA small subunit methyltransferase H OS=Escherichia coli (strain K12) GN=rsmH PE=1 SV=1,rsmH,10,598.72,34838.18791,2,374,498,383.0,308,301,282,332,430,232,185,163,165,210,222,356,556,451,449.0,369.0,302,354,439.0,b0082,high,8.309311523405704
561,584,P0ACB0,Replicative DNA helicase OS=Escherichia coli (strain K12) GN=dnaB PE=1 SV=1,dnaB,10,656.61,52339.69889,2,207,320,232.0,162,130,137,128,131,130,125,82,75,71,71,159,147,126,154.0,125.0,108,129,164.0,b4052,high,7.060964410821473
562,585,P43329,ATP-dependent RNA helicase hrpA OS=Escherichia coli (strain K12) GN=hrpA PE=3 SV=3,hrpA,10,454.42,148917.1694,2,32,60,42.0,20,21,32,23,24,37,28,28,24,11,15,16,37,23,26.0,26.0,18,24,37.0,b1413,high,4.740404787886017
563,586,P09030,Exodeoxyribonuclease III OS=Escherichia coli (strain K12) GN=xthA PE=1 SV=4,xthA,10,402.1,30931.52872,2,658,834,796.0,441,612,566,504,502,414,487,417,426,277,286,629,508,424,415.0,591.0,467,478,440.0,b1749,high,8.941156159857362
564,587,P0AF20,N-acetylglucosamine repressor OS=Escherichia coli (strain K12) GN=nagC PE=2 SV=1,nagC,10,508.96,44495.56096,2,124,234,186.0,100,110,137,124,104,162,137,143,140,108,117,148,231,138,143.0,115.0,172,98,129.0,b0676,high,7.107194676542729
565,588,P0A7C2,LexA repressor OS=Escherichia coli (strain K12) GN=lexA PE=1 SV=1,lexA,10,589.13,22325.88481,2,560,1027,755.0,479,586,636,626,442,536,451,432,350,185,197,618,465,587,560.0,722.0,512,637,662.0,b4043,high,9.00608836312384
566,589,P0AFM6,Phage shock protein A OS=Escherichia coli (strain K12) GN=pspA PE=1 SV=2,pspA,10,639.35,25459.21011,2,934,747,689.0,803,775,706,1374,1106,740,631,516,429,529,495,701,987,773,888.0,972.0,622,847,1160.0,b1304,high,9.573550247768482
567,590,P23882,Methionyl-tRNA formyltransferase OS=Escherichia coli (strain K12) GN=fmt PE=1 SV=4,fmt,10,534.27,34128.84631,2,715,1587,1525.0,631,699,818,766,761,574,425,432,362,475,516,858,757,897,930.0,534.0,515,541,663.0,b3288,high,9.403290672332428
568,591,P60723,50S ribosomal protein L4 OS=Escherichia coli (strain K12) GN=rplD PE=1 SV=1,rplD,10,570.55,22054.85068,2,21084,49874,32571.0,8448,14307,15594,17090,12278,15362,9934,7428,7100,8557,8382,16370,19642,16859,21040.0,15208.0,11310,17718,25286.0,b3319,high,13.867209403668552
569,592,P0ADY3,50S ribosomal protein L14 OS=Escherichia coli (strain K12) GN=rplN PE=1 SV=1,rplN,10,775.81,13514.43986,2,7098,24357,16828.0,3744,5696,6445,7100,4228,8878,5302,4289,3851,3426,4441,7074,9119,8124,7094.0,3898.0,4125,5727,8585.0,b3310,high,12.626669521659494
570,593,P0AG44,50S ribosomal protein L17 OS=Escherichia coli (strain K12) GN=rplQ PE=1 SV=1,rplQ,10,515.63,14337.64689,2,18397,46700,33515.0,6185,10243,13517,14757,10104,11020,7258,5663,4821,6916,9235,17097,18386,19921,16349.0,12528.0,8663,12862,19454.0,b3294,high,13.613090693931202
571,594,P60624,50S ribosomal protein L24 OS=Escherichia coli (strain K12) GN=rplX PE=1 SV=2,rplX,10,700.8,11291.29914,2,49826,124761,85603.0,18421,30832,34179,35995,28362,30075,19183,15098,11736,12340,17271,43523,48141,45590,43091.0,32022.0,21417,34170,48202.0,b3309,high,14.95306002105205
572,595,P0A7R5,30S ribosomal protein S10 OS=Escherichia coli (strain K12) GN=rpsJ PE=1 SV=1,rpsJ,10,541.09,11710.39634,2,39792,103703,67671.0,16172,23086,26327,28416,22616,15959,11246,8437,7300,17530,18468,32315,37190,34758,34665.0,23769.0,15396,24910,33467.0,b3321,high,14.563008817147637
573,596,P0A7S9,30S ribosomal protein S13 OS=Escherichia coli (strain K12) GN=rpsM PE=1 SV=2,rpsM,10,775.08,13073.26157,2,23450,72767,39835.0,12255,16267,21922,21550,14456,20459,13509,9839,8541,8993,8094,15911,20691,23096,20500.0,13696.0,12913,16007,23642.0,b3298,high,14.074914991145123
574,597,P0AEI4,Ribosomal protein S12 methylthiotransferase RimO OS=Escherichia coli (strain K12) GN=rimO PE=1 SV=1,rimO,10,458.31,49532.38803,2,326,809,404.0,112,172,161,179,132,160,119,74,55,19,16,83,196,104,170.0,132.0,74,183,213.0,b0835,high,7.008975686884827
575,598,P21151,3-ketoacyl-CoA thiolase OS=Escherichia coli (strain K12) GN=fadA PE=1 SV=3,fadA,10,924.33,40831.62496,2,425,526,463.0,834,1138,842,508,1044,578,1218,1463,1285,280,214,265,257,242,357.0,1254.0,1288,962,353.0,b3845,high,9.221330530499943
576,599,P0AET8,7-alpha-hydroxysteroid dehydrogenase OS=Escherichia coli (strain K12) GN=hdhA PE=1 SV=1,hdhA,10,492.48,26743.57852,2,197,200,202.0,363,254,268,234,200,217,255,303,272,313,281,491,717,845,301.0,298.0,318,255,211.0,b1619,high,8.193298739107549
577,600,P76503,3-ketoacyl-CoA thiolase OS=Escherichia coli (strain K12) GN=fadI PE=1 SV=1,fadI,10,421.61,46483.14049,2,23,92,49.0,131,115,65,54,153,124,153,157,147,28,43,29,21,11,50.0,101.0,77,78,93.0,b2342,high,6.05754626182831
